Total cases (4/14/2020),Deaths (4/14/2020),Population (for demographic %'s),% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Female,% Rural,Population Density per Square mile of Land (2010),Housing Density Per Square Mile of Land,Avg Daily March 2011 Sunlight (KJ/m?) Missing HI and AK,GDP 2018,"Percentage Living in Poverty, All Ages, 2016",% Unemployed,% Children in Poverty,Income Inequality Ratio (80th%/20th%),Social Association Rate,Air pollution: Average Daily PM2.5,Presence of Drinking Water Violation,% Severe Housing Problems,% Fair or Poor Health,Average Number of Physically Unhealthy Days,% Smokers (adults),% Adults with Obesity,% Physically Inactive,% With Access to Exercise Opportunities,Chronic Respiratory Disease: mortality rate per 100K (2014),Avg Temp 10 Before First-Current,Stay At Home Order After First Case
0,0,2151,18.4565319,22.4546723,1.90609019,37.7033938,1.48768015,0.0465,6.36913064,45.8391446,47.2803347,NA,0.3,0.2,,83216,,12.6079447,27.6,3.69790722,0,NA,No,20.3592814,17.0679951,4.08150867,20.0737377,32.2,19,NA,38.57,,0
18,0,32113,21.2686451,13.3839878,1.21446143,11.86124,7.02830629,1.29853953,6.79475602,64.2636938,49.2012581,21.5443645,11.6,4.8,,2298214,7.4,4.42200557,8.5,3.37429426,15.579236,NA,No,12.8500824,11.4644241,3.03990553,16.5848709,27.3,16,100,45.01,0.233333333,1
15,0,58533,22.5975091,17.4055661,0.65604018,7.95961253,1.78019237,0.31776946,4.255719,80.0796132,47.913143,79.3375451,3.4,1.9,,2808539,12,7.71408084,14.5,4.7271566,14.8421107,NA,Yes,17.9003724,14.7481288,3.8429587,17.3381531,32.7,22.5,100,51.15,-2.018181818,1
15,0,13918,22.287685,15.5338411,0.94841213,14.0178187,8.41356517,0.35206208,5.77669205,63.1771806,48.9725535,23.187653,2.8,1.3,,800724,9.2,6.00626245,12.5,4.21364488,13.7124711,NA,Yes,17.0825336,13.6884539,3.37662605,16.9351001,38.2,19.2,100,55.5,3.040540541,1
0,0,13345,25.6050955,10.3334582,1.02660172,12.8137879,22.2405395,0.95916073,8.83476958,49.112027,46.8265268,31.3198941,2.1,0.8,,715043,7.3,5.82930757,9.9,3.84832539,14.1284949,NA,Yes,21.8102508,13.2827472,3.18978566,15.4389732,34.1,24.5,100,50.37,,0
0,0,8303,40.84066,5.97374443,0.40949055,92.2317235,0.49379742,0.012,2.57738167,3.51680116,47.3202457,NA,,,,144996,Insufficient Data,19.9039882,47.4,4.2618345,3.65764448,NA,Yes,70.8933718,36.9319528,7.06231012,41.0009486,23.2,27.8,NA,115.9,,0
0,0,1587,28.5444234,10.2079395,1.00819156,61.4996849,3.15059861,0.31505986,3.52867045,22.3062382,48.7712665,100,0.1,0.1,,88124,20.9,11.6373478,23.7,4.09508952,0,NA,Yes,29.787234,21.6191998,4.79517697,28.3011888,37.8,22.2,100,71.15,,0
15,0,107610,26.8190689,11.9078153,1.14580429,6.8627451,1.75076666,0.39587399,5.06086795,78.9526996,48.0838212,50.2938367,3.6,1.7,,2266408,9.5,7.63839342,11.8,4.47528057,7.97882326,NA,Yes,19.8119326,13.2139029,3.72375975,17.5005795,34.4,22,100,53.46,-2.02037037,1
0,0,10008,34.6422862,7.73381295,0.76938449,75.4796163,1.51878497,0.1598721,2.50799361,14.9280576,47.3721023,66.0556258,0.4,0.2,,396694,24,11.5973742,26.9,4.24379972,6.04777744,NA,Yes,51.9097222,24.7895064,5.40708529,31.5305729,40.3,24.9,100,72.14,,0
0,0,9872,26.4688007,6.81726094,1.45867099,52.7755267,6.06766613,1.76256078,4.29497569,30.9967585,37.7532415,59.3319194,0.1,0,,10469543,11.9,7.03193671,15.2,4.27691105,3.06685749,NA,No,43.0693069,16.3339367,3.77830291,23.8510866,40.1,35.4,100,89.68,,0
0,0,7671,35.2757137,7.31325772,1.06896102,79.2856212,0.82127493,0.23464998,3.78047191,10.8851519,46.0174684,57.4637778,0.2,0.1,,696765,27.8,14.2270862,27.7,5.30753121,6.50702759,NA,Yes,50.9186352,23.5282435,5.3364883,30.5169179,42.1,26.7,100,63.38,,0
2,0,3221,20.8009935,19.0934492,2.14219187,10.9903757,3.25985719,0.80720273,6.02297423,71.220118,47.2213598,NA,1.2,0.6,,172178,,8.68945869,9.5,4.35075554,9.1435538,NA,No,18.6234818,12.253775,3.2297178,15.1875384,25,18.2,NA,55.5,,0
2,0,6422,22.9056369,17.0663345,0.51385861,42.9616942,0.96543133,0.46714419,3.69043912,45.4842728,45.2351292,NA,1.4,0.8,,219255,Insufficient Data,10.8658158,23.4,4.31123288,15.5207202,NA,No,16.9977925,18.4866027,4.26300976,22.2722279,44.9,22.8,NA,55.5,3.171428571,0
0,0,8647,21.4409622,15.7395629,0.93674107,16.3293628,8.11842257,0.41632936,6.98508153,61.0847693,49.1153001,20.8760275,3.1,1.4,,443526,7.9,4.15154265,8.8,3.84069371,14.9614455,NA,Yes,17.1184023,12.5247381,3.40569678,16.250455,26.6,17.5,100,52.76,,0
0,0,1148,15.8536585,14.5470383,0.69686411,5.13937282,2.5261324,0.34843206,5.48780488,81.358885,47.9965157,NA,2.1,1.4,,95346,Insufficient Data,9.80861244,8.9,2.68091362,0,NA,No,10.4651163,11.6049936,3.04095672,15.5843852,32.6,19.2,NA,38.57,,0
1,0,6918,25.3396936,14.52732,1.63342006,12.5614339,2.3561723,0.46256143,6.37467476,72.8823359,44.8540041,100,0.3,0.2,,637943,11.8,9.59183674,17.7,4.28081028,5.80720093,NA,No,24.2206235,14.7970825,3.40793457,19.6101703,32.8,18.6,100,42.57,-6.695454545,0
0,0,9164,23.4177215,13.7058053,0.89480576,14.2186818,4.76865997,0.5674378,5.30336098,69.1073767,47.5883894,100,0.3,0.1,,2331614,,7.44483399,12.1,4.68820862,16.1672774,NA,Yes,19.5911414,12.2105708,3.1362193,16.5906227,34.8,19.1,100,51.66,,0
0,0,2503,20.0159808,21.8937275,0.47942469,16.5401518,3.31602078,0.0799,2.99640432,66.9196964,48.2221334,NA,0.9,0.6,,94120,Insufficient Data,7.04091342,16,4.27416811,0,NA,Yes,12.9186603,15.0804945,3.69167971,17.3844844,42.6,30.4,NA,55.5,,0
0,0,604,18.5430464,19.5364238,1.98675497,39.5695364,6.78807947,1.32450331,4.63576159,32.615894,44.5364238,100,0.1,0.1,,28420,16.8,8.16326531,15.3,3.22882431,0,NA,No,18.3673469,16.4372491,3.83763902,19.8799467,31.9,23,100,38.57,,0
1,0,5327,27.2949127,15.2055566,0.80720856,69.5888868,0.39421813,0.13140605,2.77829923,21.8134034,47.0245917,100,0,0,,273529,23,15.2848723,31.4,5.96502732,0,NA,Yes,50.5050505,22.9289329,5.2323018,29.6914336,30.5,24,100,61.13,-6.75,0
97,0,71818,27.1770308,15.2970008,0.50544432,74.9491771,0.44974797,0.0418,6.39115542,18.1249826,50.8340527,74.0610755,6.4,2.9,19320.34,2619469,33.2,10.0653279,47.3,7.63155147,3.49132754,5.7,Yes,31.8863049,25.951202,5.61305828,21.513107,33.5,27.2,19.2944434,50.32,7.808571429,1
16,0,126770,21.5445295,22.3444033,3.94651732,1.75514712,2.26788672,0.42202414,35.633825,54.8576162,49.215114,36.3010674,21.3,9.6,22521.82,4404134,21.1,5.60332704,22.8,4.74300255,8.41642887,7.5,Yes,16.1994719,18.0694486,4.2331407,14.9958457,29.8,24.7,59.6660728,49.23,11.91388889,1
288,22,142854,20.6182536,12.498775,1.25092752,27.590407,2.05874529,0.18480407,14.272614,53.9907878,50.592913,31.4660656,7.2,3.4,19025.09,6770442,17.8,5.49148321,17.3,5.07650699,9.37659828,5.6,Yes,25.3034941,15.8845141,4.19353459,15.990186,23.8,17,82.8761875,46.49,4.201351351,1
3,0,53889,20.0912988,28.7739613,0.63463787,17.8422313,0.94453414,0.15216464,18.7385181,61.982965,50.5576277,41.0619997,11.3,6.9,20847.23,1985337,20.3,5.88809369,33.6,4.68501106,9.7194445,5.8,No,16.2307333,18.6697217,4.5077221,17.6281047,30.8,27.1,91.5069873,69.64,6.059259259,1
4,0,38072,27.0198571,13.9472578,1.46039084,13.6346922,0.69079639,0.21275478,33.1398403,50.9981089,46.724627,46.4373993,8.1,2.8,21861.73,1097980,22.9,5.1350988,24.4,4.69129746,4.80435595,6,No,17.1781951,18.9142796,4.37421883,17.534493,34.8,23.3,55.5991403,57.24,14.72857143,1
2,0,9483,27.3120321,13.1603923,1.69777497,4.1020774,0.94906675,0.11599705,47.2951598,45.7555626,48.6343984,46.5686856,4.6,2.4,21689.75,1771158,12,4.25233645,11.7,3.30692845,5.2882073,5.7,No,12.1396055,17.8654162,3.72259057,14.2699499,29.3,22.3,46.1419936,55.05,9.653846154,1
4,0,21098,16.7788416,39.2786046,0.89581951,18.186558,0.97165608,0.13745379,28.0832306,56.6736184,48.7155181,56.3277856,4.6,3.6,21403.07,602409,24.8,6.2318192,31.8,5.15181127,4.36871997,5.7,Yes,14.4880174,22.0059967,4.52305472,15.5210102,30.2,39.6,39.0599834,45.08,14.08,1
2056,54,4410824,23.868284,15.1736954,5.46614419,2.8070492,4.59773503,0.29051261,31.2784414,54.9020546,50.5371785,2.3637997,414.9,178.2,21478.04,220789933,15,4.14020738,18.2,4.48182155,5.30295449,10.6,Yes,18.1830896,15.6226542,3.57718854,13.6863983,26.9,20.4,91.6026153,51.21,16.56666667,1
45,0,209550,17.0551181,30.3154378,1.07134336,3.02123598,1.24027678,0.25149129,16.830828,76.9157719,49.4254355,22.9636438,15,8.3,19258.82,5068013,18.3,5.77467756,26.9,4.16387723,5.64671815,5.1,Yes,16.8969505,18.9122726,4.41903364,19.352843,31.8,32.2,58.5705294,71.97,,1
404,1,110445,26.6847752,18.1176151,0.80220924,45.618181,0.68540903,0.11498936,11.4527593,41.6958667,49.9470325,54.1382423,10.8,5.7,19419.43,3535546,28.2,7.76146608,40.2,5.7617913,6.79173244,5.7,Yes,25.0513347,24.2846849,4.96688462,20.6119784,34,28.9,56.3476626,50.93,7.830769231,1
685,29,1039073,20.8585922,19.7536651,3.38917477,4.32924347,3.39745138,0.23463222,37.5510672,51.4314201,50.7776643,7.52349115,106.7,48,22336.3,40011352,18.2,4.48894729,22.2,4.7738943,6.30640937,7.9,Yes,19.5022636,17.1609905,3.87466619,14.9164612,25,19.8,87.8463229,49.95,15.8326087,1
175,0,447138,22.5384557,20.3805089,4.52187021,6.65253233,1.91663424,0.42626661,30.4259535,56.5675474,47.9093703,21.9046225,70,29.7,21884.47,6936698,15.4,5.02311801,17.5,4.06308498,3.41672148,11.7,Yes,15.382263,20.0912175,4.22952669,16.2744735,32.6,28.5,66.0486468,50.29,16.20816327,1
10,0,46511,26.7356109,18.1053944,0.39560534,1.40826901,0.7632603,0.14620197,83.4447765,14.8588506,51.6823977,26.8831717,38.3,14.6,22733.42,1701223,20.9,9.32988357,36,4.57183271,4.11148619,7.6,Yes,22.5546976,26.5792176,4.50526986,14.5714493,26.9,20.3,66.6617461,30.18,8.302777778,1
70,1,231993,16.2448867,31.5862979,0.69355541,2.12290888,1.18193221,0.14871138,14.6754428,80.357597,51.1532676,33.1971777,26,13.6,20091.64,6481866,,4.46798841,19.2,4.15843409,8.89695312,5.1,Yes,17.1384237,15.4005114,4.11628408,17.0653301,23,23.2,84.5303815,56.87,6.933333333,1
20,0,212128,25.217793,18.7754563,1.89178232,2.27409866,1.58724921,0.25079198,64.3125849,30.4174838,48.4716775,10.4295764,35.5,15.9,21829.2,7874389,19.3,17.0418698,28.3,4.36108456,4.57756319,8,Yes,18.4349665,22.7263764,4.09698083,13.3270359,36.9,26.3,83.5535962,45.08,18.225,1
2,0,17769,22.9275705,19.6071811,24.4583263,0.36017784,0.83291125,0.0394,3.27536721,69.4580449,51.6404975,34.7073979,19.2,9.5,16575.27,1028895,18.1,3.39581036,24.4,5.55223475,13.3578227,10,No,9.6942095,23.1234057,4.79187837,20.0832304,30.6,38.2,47.952048,76.38,17.11923077,0
11,0,20046,22.8574279,20.3581762,24.4986531,0.71335927,0.25441485,0.0998,5.51232166,68.3029033,51.2571087,51.6816913,23.6,11,17558.56,907876,17.9,5.4666146,28.8,5.15639088,13.804664,9.6,Yes,12.2901679,24.0225635,4.78992182,20.4520669,42.6,47.4,50.0617764,61.73,17.32222222,0
4,0,41619,17.7418967,30.8993489,0.35080132,0.79050434,0.52379923,0.0649,2.51567794,94.4616641,51.7143612,65.8420254,74.9,40.7,13962.2,1131278,12.7,4.11832594,23,3.77351425,9.67234917,9.7,No,10.1328904,18.9462437,4.41089458,16.2428159,33.7,29.8,65.1193602,66.59,14.39642857,0
60,0,272608,26.2534482,13.410098,1.78938256,1.88439077,4.08315237,0.71678014,16.8648756,72.9707125,50.2648492,25.1600486,261.2,109.9,14332.32,13245065,9.1,2.88086664,12.1,4.15431934,8.56177244,10.4,Yes,11.1060615,16.2333601,3.83265232,16.5131567,29.3,23.8,77.3044967,53.33,11.44411765,0
3,0,37480,22.9268943,20.6590181,0.36286019,0.86979723,0.68836713,0.11472786,2.61205977,93.601921,50.7924226,62.1981953,62.5,28.5,14355.63,1150136,15.4,3.53809284,21.5,4.04771029,10.7006233,9.4,Yes,11.8911656,21.217831,4.44655953,19.9029944,34.4,30.2,53.9576728,62.68,12.52352941,0
7,0,10897,23.9607231,18.9685235,27.2368542,1.52335505,0.45884188,0.0459,15.7107461,55.2720932,51.3076994,49.5915885,17.7,9,17437.14,330283,23.5,4.49335167,29.8,5.52690554,11.9661267,9.8,No,17.8021978,28.4420572,5.18378395,21.7676305,46.4,40.8,66.9968717,54.95,17.20588235,0
0,0,5277,18.8554103,21.5463331,21.2241804,0.70115596,0.28425242,0.019,4.07428463,72.238014,49.5546712,100,8.5,4.6,17481.23,344894,17.1,3.91014975,21.1,5.13943767,13.3409567,9.7,No,12.0192308,23.9755289,4.80487416,20.6248557,29.4,37.1,10.5812221,69,,0
2,0,28223,21.4895653,23.1867626,0.54919746,1.31807391,1.54483932,1.07004925,15.242887,79.1942742,50.228537,72.8339284,43.6,21.5,14419.83,788311,17.2,3.21227945,24.8,3.85465649,13.2407673,9.4,No,15.7241379,22.0227692,4.73915688,18.3727337,27.7,33.5,52.2444072,57.92,13.86086957,0
7,0,10438,22.2935428,20.3295651,53.4106151,0.46943859,0.74726959,0.0383,5.78654915,38.9155011,49.4922399,54.279661,18.3,8.4,17276.14,244098,30.1,6.88622755,44.1,6.297515,8.46182776,10,No,17.331813,30.0524238,5.1812715,23.1034095,38.8,35.6,29.4237288,57.51,17.24482759,0
27,0,22061,18.9655954,16.712751,24.1104211,0.6527356,0.63913694,0.0544,4.88191832,68.4375142,52.6222746,54.3770385,26.6,12,16796.91,734017,22.3,3.82045929,26.4,4.92891714,15.2514242,10.1,Yes,14.9686966,23.7425132,4.82025606,19.3394737,26.9,38.3,66.8797565,62.4,13.68823529,0
1,0,14847,21.741766,21.411733,0.74762578,0.51188792,0.19532566,0.0202,2.13511147,95.1774769,51.1349094,58.8571784,25.2,12.6,14088.96,304763,19.1,4.38731791,29.3,4.97564365,14.7453083,10.8,Yes,13.0131681,22.5538314,4.85714889,20.333191,42.6,31.9,52.1793198,72.78,13.71111111,0
70,4,24965,18.9745644,26.7854997,0.36451031,0.74504306,0.50070098,0.0401,2.41938714,94.7005808,50.8231524,75.5217559,46.9,28.6,14618.3,890222,16.3,4.53455418,23.8,3.92690744,15.1708719,10.1,No,10.7142857,20.0684448,4.44080613,17.4093981,36.6,34.3,65.7912977,70.59,13.47352941,0
8,0,8018,21.8757795,20.9902719,11.4617112,0.51134946,0.1621352,0.0374,2.39461212,84.2978299,50.3866301,100,14.5,6.8,17036.32,169834,15.8,3.9067232,21,4.80648314,7.31528895,9.8,No,7.93413174,22.0305959,4.65372721,19.0385598,35.5,32.9,1.24295086,72.47,13.57878788,0
3,0,23537,20.6950758,17.4236309,35.3443515,0.59480817,1.06640608,0.0425,2.89756554,59.1366784,51.7695543,57.4861518,32.1,15.1,17565.09,828515,24.2,4.77143811,27.6,5.96969475,13.9670716,9.8,Yes,9.92647059,26.5204242,5.17198081,20.4764249,36.4,34.3,41.7318345,68.11,17.20588235,0
4,1,20891,22.5551673,19.6017424,11.3110909,0.8759753,0.46431478,0.0335,4.02087023,81.3173137,50.8879422,70.5166173,38.5,17.6,15069.49,962556,18.9,4.36691876,26.5,4.67553526,14.3430866,10.2,Yes,13.7559809,22.1540741,4.68355665,19.0009338,36.8,38.3,42.9135524,64.45,13.68823529,0
36,0,108558,24.9544023,13.8451335,16.0292194,0.54072477,1.2481807,0.0562,5.18064076,75.5973765,51.426887,32.1682237,136.4,57.3,14597.65,4031319,16.2,3.06356245,24.9,4.79071455,8.40218457,10.8,Yes,14.7540984,22.7173307,4.77985092,20.7629208,38.2,34,64.5666352,79.35,12.43823529,0
4,0,63406,24.4472132,16.6340725,1.40365265,2.55811753,1.65441756,0.0647,8.04497997,83.8169889,50.7018263,51.9613224,104.4,44,14962.49,1567342,16.8,3.58140054,22.8,4.23747109,7.6195314,10.3,Yes,13.8216561,20.1086983,4.7092909,19.0041771,35.2,31,74.4495383,78.26,14.39090909,0
116,2,48342,27.048943,14.1450499,53.6614124,0.3847586,0.67229324,0.0621,2.62090935,41.4753217,52.3995697,20.887195,83.5,35.2,15027.75,1481505,25.5,4.3089393,29,4.65235311,9.23076923,10.1,Yes,18.1670722,25.8704429,4.91280849,23.311338,41.3,37.8,73.0167773,80.99,15.23529412,0
7,0,16676,23.4228832,18.7694891,22.7212761,0.41376829,0.75557688,0.048,2.00287839,72.739266,51.7630127,56.7879127,29,12.7,15016.92,440941,19.4,4.16610671,27.6,4.52374712,17.1974145,10.2,No,12.9008203,23.6674385,4.84420344,20.4880094,38.9,36.5,49.7257974,94.3,15.13125,0
1,0,7182,21.3728766,23.1829574,41.2141465,0.62656642,0.23670287,0.0557,3.36953495,53.0632136,50.5847953,52.6367669,12.2,6.5,17021.89,192320,20.8,4.41124155,34.2,4.07687058,20.289463,9.9,No,9.9378882,22.7246119,4.53358016,19.2119061,38.5,44.6,18.4820108,67.54,14.41052632,0
6,0,11512,25.6254343,19.0062543,46.8902015,0.42564281,0.63412092,0.14767199,6.41070188,44.518763,52.7710215,31.4191267,16.9,8.2,17221.59,498045,26.5,4.53793864,36.1,5.122672,17.0010201,10,Yes,15.1196172,31.9799104,5.58660713,24.2518485,37.9,36.8,59.8631611,50.53,16.93030303,0
6,1,18328,21.4917067,17.4978176,27.8481013,0.5510694,0.67656045,0.0327,3.87385421,66.117416,51.1403317,48.6087849,22.3,10.2,17324.6,574589,19.2,5.00193374,27.3,6.08711989,10.7834151,9.8,No,15.8562368,25.4662928,4.98645099,20.8316998,40.8,30.1,39.9859528,61.22,17.06666667,0
59,2,124806,23.0597888,12.4849767,12.0018268,0.67945451,1.30843068,0.0785,4.13842283,79.9801292,51.1305546,38.7602992,174.8,71.9,15159.08,3683719,16,3.27932852,17.2,4.91261862,9.0575315,10.6,No,15.4315305,20.6519975,4.30271886,20.5350153,35.2,30.2,55.1780778,67.91,13.68823529,0
2,0,17810,22.8747894,19.3318361,0.88714206,1.4317799,1.0443571,0.19651881,3.41942729,91.4823133,49.9831555,82.6041379,29.8,13.2,14990.21,479936,17.9,3.59168242,23.2,5.69385571,10.6204584,9.8,Yes,14.8230089,21.8117074,4.76631493,21.150184,34,37,65.897931,85.96,14.18888889,0
0,0,12269,20.5477219,26.2531584,0.63574864,0.78245986,0.32602494,0.0163,1.53231722,95.0281197,50.9250958,92.919559,19.8,11,13914.08,187790,23.2,3.99583767,32.8,4.71460327,6.63625052,9.7,No,14.1221374,22.3869306,4.80790224,20.0121151,27.7,29.9,44.3201307,78.67,,0
102,0,99154,20.1111403,23.8336325,8.53117373,0.76245033,0.87540593,0.0696,5.86058051,81.8000282,51.9333562,36.9032742,141.7,74.6,16177.66,3051825,17.8,4.04686619,35.4,4.74745428,11.0482678,9.9,No,17.2097634,19.986588,4.59332743,19.4158447,29.5,34.9,78.0023744,76.9,13.68823529,0
10,0,18188,22.4378711,18.0063778,2.67758962,0.52232241,0.40686167,0.066,2.91400924,92.3301078,50.5992962,75.0294068,28.3,12.3,16563.96,390516,11.5,3.11260666,18.3,4.90502929,9.90916598,10,No,12.6637555,20.2285546,4.51018285,18.2222458,35.7,39,26.5837674,78.28,13.68823529,0
6,0,45325,24.4964148,15.9779371,1.78268064,0.61114175,0.4015444,0.39933811,2.9233315,92.6442361,50.8240485,41.506296,72.9,31,14303.11,1342823,15.3,3.49784865,23.5,4.17415704,11.0980401,10.8,No,11.6313749,20.0342199,4.45212703,19.6222168,36.4,33.4,40.1164172,107.64,12.43823529,0
5,1,21741,25.7991813,17.9614553,29.6352514,0.69913987,0.54735293,0.19318339,13.1686675,54.3213284,51.7869463,55.7698262,31.1,14.3,17224.22,877218,20.7,3.56277755,30.9,4.36930248,10.5210192,10.1,Yes,15.6532988,26.7671145,5.05128765,22.1766582,29.1,36.4,63.6914503,57.19,15.903125,0
8,0,33701,20.5157117,18.898549,11.1391353,0.64389781,0.41245067,0.0712,3.52215068,82.4723302,47.6484377,65.9690794,53.5,23.3,16406.94,863609,14.7,3.7661688,29.7,4.5136678,10.4247334,10.2,No,13.006135,20.1613434,4.56613427,20.3335269,36.1,37.5,24.9248246,77.29,13.82258065,0
9,0,13341,26.0250356,17.9446818,20.5306949,1.56659921,0.56217675,0.11243535,12.5702721,63.7058691,51.9001574,67.5175865,23.4,10.6,16761.33,597565,18.7,3.46166836,27.3,4.90708422,13.3550972,10,Yes,12.0315582,26.3945723,4.93611834,21.855605,44.5,29.5,10.1312641,70.85,14.7,0
6,0,37678,24.2104146,17.5248155,2.20287701,0.81214502,0.80949095,0.23090398,6.54227931,88.3433303,51.2421042,68.5840587,48,21.2,14446.83,1670702,15.9,4.08087782,20.3,4.22837124,13.8651877,10.2,No,13.4474328,22.98525,4.74700926,19.872211,28.6,29.8,50.6508036,70.12,12.43823529,0
2,0,13593,18.0019128,25.7926874,2.06724049,0.86073714,0.52232767,0.0147,2.58956816,92.6726992,48.1350695,100,23.6,12.5,14100.84,273211,20.1,5.54528651,27.9,4.2106367,13.1521263,9.8,No,12.6168224,20.4246308,4.57877756,19.6610893,34.5,30.5,49.853972,72.61,14.07777778,0
1,0,16811,20.1118315,18.1488311,17.4944977,0.72571531,0.51751829,0.19630004,2.89691274,76.5986556,50.342038,65.0608435,28.4,12,14639.06,528213,24.1,6.15278258,30.4,4.92572767,10.5048147,10.2,Yes,13.5048232,25.4560386,5.00641944,22.0981244,43,33.1,36.1171306,91.1,13.1,0
105,5,68114,22.0997152,17.2901313,56.7695334,0.41547993,0.86619491,0.1145139,2.13759286,38.6088029,50.5799102,30.9162523,88.9,37.9,16563.33,2917078,23.3,5.28753652,33.8,5.06416907,14.3239528,10.4,No,17.4981923,25.7372835,4.95222793,21.331823,40.8,34.1,53.1645897,57.05,13.38809524,0
19,0,26742,24.7438486,16.4535188,1.6677885,1.1704435,2.48298557,0.1346197,14.1163713,78.9394959,50.4001197,71.366484,38.7,17.1,14838.31,698286,18.4,4.52848253,33.5,4.27128112,8.2856282,9.8,No,15.0773839,24.3223769,4.77864429,20.7524652,39.5,28.9,60.6068912,72.84,12.07857143,0
3,0,6682,18.4076624,24.0347201,35.9024244,0.56869201,0.52379527,0.0748,2.76863215,59.2337624,50.8680036,100,14.5,8.2,17652.89,174464,27.4,5.24629556,34.8,6.23167414,10.2011076,9.7,Yes,16.4685908,25.2938732,4.92519481,20.1454841,46.2,45.4,13.734467,65.22,16.47619048,0
11,1,16434,21.9909943,19.7273944,1.18047949,0.59023975,0.32250213,0.0365,1.67944505,94.833881,50.6389193,63.5601493,29.6,13.6,14201.03,444009,20,3.92242636,26.8,4.54153085,9.68229955,10.4,Yes,11.7335352,20.9417464,4.57084355,19.3946418,32.3,31,43.1467126,93.36,12.33636364,0
2,1,8985,18.2415136,19.6327212,53.8786867,0.58987201,0.58987201,0.0223,2.50417362,41.2353923,43.8063439,63.5072909,17.3,7.2,15880.75,178058,35.9,4.83373329,50.9,6.88029009,11.9877943,10.1,Yes,17.0903955,29.1580427,5.23026847,24.770229,39.4,33.4,43.0161167,58.31,16.03478261,0
56,0,13383,16.8123739,15.3104685,30.2548009,0.5305238,0.32130315,0.00747,3.91541508,64.0514085,38.1827692,100,25.2,8.7,17015.74,261122,27.6,4.30586489,27.1,5.02968851,8.06097025,10,No,15.2284264,24.8634797,4.57955418,22.4674207,32.6,40,39.0193859,59.43,16.93030303,0
0,0,12326,22.2456596,21.004381,19.6089567,1.66315106,0.47055006,0.073,3.70760993,72.6269674,51.8416356,68.5217523,24.7,12.1,17342.2,378858,17.5,5.26891522,24.1,5.01130141,12.9460312,10.1,Yes,8.09248555,24.3368154,4.87030413,21.0647472,37.8,35.2,62.1289196,72.53,,0
2,0,21737,21.6727239,19.8509454,1.41233841,1.15931361,2.40143534,0.023,3.10530432,90.357455,50.0759074,71.01955,31.6,14.3,15280.88,600829,18.2,4.03474683,29.5,4.06141888,12.8901574,9.9,Yes,9.94047619,22.278882,4.87432386,20.3994562,32.8,35.3,72.616651,70.03,14.18888889,0
30,0,73657,25.8074589,13.3157745,6.2329446,0.70869028,0.93541687,0.0801,4.76125827,85.6198325,50.7147997,44.8124525,88.7,35.3,15933.6,1159033,12.4,3.21094142,15.9,4.0219986,8.50503443,10.7,Yes,12.6370456,18.9117335,4.16329419,18.5859727,43,32.7,46.6791503,77.36,14.03,0
1,0,16481,23.687883,19.0704448,0.41259632,1.69285844,0.80698987,0.50361022,5.98264668,89.3392391,50.0697773,100,18.8,9,14627.73,411807,18.3,2.86830057,26.5,4.813082,4.28422792,9.2,No,11.4649682,21.9453686,4.74939032,20.8138683,34.7,30.9,47.6235923,69.9,11.64375,0
1,0,16722,18.6341347,28.5133357,0.53223299,0.94486306,0.66977634,0.0598,2.28441574,93.8165291,50.9089822,100,27.9,15.7,13947.32,494246,20.7,4.13464494,32,4.65786509,7.91331872,9.4,Yes,12.8282071,19.7740731,4.59415688,19.9220106,28.8,29.9,19.3118357,64.67,13.77857143,0
28,0,43592,23.6350707,16.8930079,24.8440081,0.8418976,0.50238576,0.0711,3.56028629,68.5722151,50.8831896,40.0119645,69.5,30.8,17685.84,1102278,22.4,4.81695568,32.7,4.90893723,10.0036377,10.1,Yes,15.1720082,22.7213858,4.75521763,21.4787182,34.3,40,64.8428512,69.21,16.35,0
7,0,41239,26.055433,14.7918233,35.4203545,0.44860448,0.48982759,0.0315,4.18293363,58.2337108,51.3155023,36.2672117,51.6,22.7,14463.61,2205413,24.6,5.68246716,35.9,4.82107979,12.3342584,10.7,Yes,16.2162162,27.2704404,5.19498227,23.6447125,40.9,38,71.7491394,91.03,16.2,0
2,0,6900,21.057971,23.2028986,39.6086957,0.69565217,0.72463768,0,2.97101449,54.2608696,53.4927536,68.9777887,13.4,7.3,16062.83,188860,27,4.33357611,38.9,6.32353182,9.88002823,10.1,Yes,15.5824508,28.112733,5.29322575,22.2404612,38.5,37.4,57.000859,60.06,17.60909091,0
0,0,8924,18.3662035,27.0170327,0.45943523,1.33348274,1.60242044,0.0336,4.5607351,90.2398028,50.5378754,100,12.2,7.4,16234.82,157162,22.4,4.80895916,30.8,4.52032713,5.60600964,9.5,Yes,10.8433735,21.7441519,4.638835,18.4704266,29,24.4,97.9445557,77.61,,0
1,0,8326,22.6038914,20.6341581,30.6870046,0.40835936,0.52846505,0.024,4.21570983,62.6951718,50.4443911,69.1786151,14.6,7.4,17360.23,272959,20.4,3.54276225,30,4.2591312,9.60730155,10,Yes,13.5327635,25.5894101,4.94345548,21.2858227,35.6,41.3,40.3578971,68.2,16.32962963,0
